name,latitude,longitude,postcode,chargeDeviceStatus,deviceControllerName
WB Newport Pagnell Northbound,52.082908,-0.748379,MK16 8DS,In service,Ecotricity (Electric Highway)
WB Newport Pagnell Northbound,52.082908,-0.748379,MK16 8DS,In service,Ecotricity (Electric Highway)
WB Newport Pagnell Northbound,52.082908,-0.748379,MK16 8DS,In service,Ecotricity (Electric Highway)
WB Newport Pagnell Southbound,52.083748,-0.748206,MK16 8DS,In service,Ecotricity (Electric Highway)
WB Newport Pagnell Southbound,52.083748,-0.748206,MK16 8DS,In service,Ecotricity (Electric Highway)
WB Newport Pagnell Southbound,52.083748,-0.748206,MK16 8DS,In service,Ecotricity (Electric Highway)
WB Oxford Waterstock,51.738329,-1.096478,OX33 1LJ,In service,Ecotricity (Electric Highway)
WB Oxford Waterstock,51.738329,-1.096478,OX33 1LJ,In service,Ecotricity (Electric Highway)
WB Oxford Waterstock,51.738329,-1.096478,OX33 1LJ,In service,Ecotricity (Electric Highway)
WB Peartree,51.793844,-1.283544,OX2 8JZ,In service,Ecotricity (Electric Highway)
WB Sedgemoor Northbound,51.26984,-2.923391,BS24 0JL,In service,Ecotricity (Electric Highway)
WB Sedgemoor Northbound,51.26984,-2.923391,BS24 0JL,In service,Ecotricity (Electric Highway)
WB South Mimms,51.687065,-0.221748,EN6 3QQ,In service,Ecotricity (Electric Highway)
WB South Mimms,51.687065,-0.221748,EN6 3QQ,In service,Ecotricity (Electric Highway)
WB Telford,52.677354,-2.39972,TF11 8TG,In service,Ecotricity (Electric Highway)
WB Telford,52.677354,-2.39972,TF11 8TG,In service,Ecotricity (Electric Highway)
WB Warwick Northbound,52.216454,-1.50484,CV35 0AA,In service,Ecotricity (Electric Highway)
WB Warwick Northbound,52.216454,-1.50484,CV35 0AA,In service,Ecotricity (Electric Highway)
WB Warwick Southbound,52.219132,-1.503032,CV35 0AA,In service,Ecotricity (Electric Highway)
WB Warwick Southbound,52.219132,-1.503032,CV35 0AA,In service,Ecotricity (Electric Highway)
WB Woodall Northbound,53.31516,-1.282853,S26 7XR,In service,Ecotricity (Electric Highway)
WB Woodall Northbound,53.31516,-1.282853,S26 7XR,In service,Ecotricity (Electric Highway)
WB Woodall Southbound,53.315618,-1.281415,S26 7XR,In service,Ecotricity (Electric Highway)
WB Woodall Southbound,53.315618,-1.281415,S26 7XR,In service,Ecotricity (Electric Highway)
IKEA Wembley,51.553387,-0.260279,NW10 0TH,In service,Ecotricity (Electric Highway)
IKEA Wembley,51.553387,-0.260279,NW10 0TH,In service,Ecotricity (Electric Highway)
IKEA Croydon,51.380757,-0.123765,CR0 4UZ,In service,Ecotricity (Electric Highway)
IKEA Croydon,51.380757,-0.123765,CR0 4UZ,In service,Ecotricity (Electric Highway)
IKEA Warrington,53.418078,-2.626317,WA5 7TY,In service,Ecotricity (Electric Highway)
IKEA Warrington,53.418078,-2.626317,WA5 7TY,In service,Ecotricity (Electric Highway)
IKEA Nottingham,53.002666,-1.283308,NG16 2RP,In service,Ecotricity (Electric Highway)
IKEA Lakeside,51.48032,0.284136,RM20 3WJ,In service,Ecotricity (Electric Highway)
IKEA Tottenham,51.60922,-0.045535,N18 3HF,In service,Ecotricity (Electric Highway)
IKEA Coventry,52.407047,-1.516623,CV1 3AZ,In service,Ecotricity (Electric Highway)
IKEA Milton Keynes,52.005565,-0.729657,MK1 1QB,In service,Ecotricity (Electric Highway)
IKEA Southampton,50.902536,-1.410708,SO15 1GY,In service,Ecotricity (Electric Highway)
IKEA Gateshead,54.958472,-1.679956,NE11 9XS,In service,Ecotricity (Electric Highway)
IKEA Manchester,53.491309,-2.10202,OL6 7TE,In service,Ecotricity (Electric Highway)
IKEA Cardiff,51.462816,-3.188446,CF11 0JR,In service,Ecotricity (Electric Highway)
IKEA Bristol,51.473057,-2.564405,BS5 6XX,In service,Ecotricity (Electric Highway)
IKEA Wednesbury,52.569687,-2.014377,WS10 9SF,In service,Ecotricity (Electric Highway)
IKEA Leeds,53.745232,-1.64801,WF17 9AE,In service,Ecotricity (Electric Highway)
IKEA Leeds,53.745232,-1.64801,WF17 9AE,In service,Ecotricity (Electric Highway)
IKEA Edinburgh,55.880723,-3.168606,EH20 9PW,In service,Ecotricity (Electric Highway)
IKEA Glasgow,55.870143,-4.358453,G51 4FB,In service,Ecotricity (Electric Highway)
IKEA Belfast,54.620469,-5.863781,BT3 9EJ,In service,Ecotricity (Electric Highway)
MO Birch Eastbound,53.568041,-2.232242,OL10 2HQ,In service,Ecotricity (Electric Highway)
MO Birch Eastbound,53.568041,-2.232242,OL10 2HQ,In service,Ecotricity (Electric Highway)
MO Birch Westbound,53.567784,-2.230268,OL10 2HQ,In service,Ecotricity (Electric Highway)
MO Birch Westbound,53.567784,-2.230268,OL10 2HQ,In service,Ecotricity (Electric Highway)
MO Blyth,53.38737,-1.06057,S81 8HG,In service,Ecotricity (Electric Highway)
MO Bridgwater,51.10477,-2.99497,TA6 6TS,In service,Ecotricity (Electric Highway)
MO Burton-in-Kendal,54.178479,-2.733997,LA6 1JF,In service,Ecotricity (Electric Highway)
MO Burton-in-Kendal,54.178479,-2.733997,LA6 1JF,In service,Ecotricity (Electric Highway)
MO Cardiff West,51.508899,-3.306845,CF72 8SA,In service,Ecotricity (Electric Highway)
MO Cherwell Valley,51.94964,-1.19891,OX27 7RD,In service,Ecotricity (Electric Highway)
MO Chieveley,51.44903,-1.31079,RG18 9XX,In service,Ecotricity (Electric Highway)
MO Chieveley,51.44903,-1.31079,RG18 9XX,In service,Ecotricity (Electric Highway)
MO Doncaster North,53.591554,-0.992507,DN8 5GS,In service,Ecotricity (Electric Highway)
MO Donington Park,52.82206,-1.30797,DE74 2TN,Planned,Ecotricity (Electric Highway)
MO Exeter,50.71663,-3.46422,EX2 7HF,In service,Ecotricity (Electric Highway)
MO Exeter,50.71663,-3.46422,EX2 7HF,In service,Ecotricity (Electric Highway)
MO Ferrybridge,53.698215,-1.266915,WF11 0AF,In service,Ecotricity (Electric Highway)
MO Ferrybridge,53.698215,-1.266915,WF11 0AF,In service,Ecotricity (Electric Highway)
MO Frankley Northbound,52.429454,-2.018569,B32 4AR,In service,Ecotricity (Electric Highway)
MO Frankley Southbound,52.429018,-2.016732,B32 4AR,In service,Ecotricity (Electric Highway)
MO Grantham North,52.94886,-0.67849,NG32 2AB,In service,Ecotricity (Electric Highway)
MO Grantham North,52.94886,-0.67849,NG32 2AB,In service,Ecotricity (Electric Highway)
MO Heston Eastbound,51.48845,-0.38816,TW5 9NB,In service,Ecotricity (Electric Highway)
MO Heston Westbound,51.48828,-0.39607,TW5 9NB,In service,Ecotricity (Electric Highway)
MO Hilton Park Northbound,52.643228,-2.057769,WV11 2AT,In service,Ecotricity (Electric Highway)
MO Hilton Park Northbound,52.643228,-2.057769,WV11 2AT,In service,Ecotricity (Electric Highway)
MO Hilton Park Southbound,52.643599,-2.054969,WV11 2AT,In service,Ecotricity (Electric Highway)
MO Hilton Park Southbound,52.643599,-2.054969,WV11 2AT,In service,Ecotricity (Electric Highway)
MO Kinross,56.20957,-3.43958,KY13 0NQ,In service,Ecotricity (Electric Highway)
MO Knutsford Northbound,53.300346,-2.401642,WA16 0TL,In service,Ecotricity (Electric Highway)
MO Knutsford Northbound,53.300346,-2.401642,WA16 0TL,In service,Ecotricity (Electric Highway)
MO Knutsford Southbound,53.301492,-2.400344,WA16 0TL,In service,Ecotricity (Electric Highway)
MO Knutsford Southbound,53.301492,-2.400344,WA16 0TL,In service,Ecotricity (Electric Highway)
MO Lancaster Northbound,53.96136,-2.759671,LA2 9DU,In service,Ecotricity (Electric Highway)
MO Lancaster Northbound,53.96136,-2.759671,LA2 9DU,In service,Ecotricity (Electric Highway)
MO Lancaster Southbound,53.962573,-2.760084,LA2 9DU,In service,Ecotricity (Electric Highway)
MO Lancaster Southbound,53.962573,-2.760084,LA2 9DU,In service,Ecotricity (Electric Highway)
MO Leigh Delamere Eastbound,51.51165,-2.1589,SN14 6LB,In service,Ecotricity (Electric Highway)
MO Leigh Delamere Westbound,51.50957,-2.15943,SN14 6LB,In service,Ecotricity (Electric Highway)
MO Lymm,53.358738,-2.505402,WA13 0SP,In service,Ecotricity (Electric Highway)
MO Lymm,53.358738,-2.505402,WA13 0SP,In service,Ecotricity (Electric Highway)
MO Medway Eastbound,51.34166,0.60767,ME8 8PQ,In service,Ecotricity (Electric Highway)
MO Medway Westbound,51.34101,0.60842,ME8 8PQ,In service,Ecotricity (Electric Highway)
MO Pease Pottage,51.08347,-0.19967,RH11 9YA,In service,Ecotricity (Electric Highway)
MO Pease Pottage,51.08347,-0.19967,RH11 9YA,In service,Ecotricity (Electric Highway)
MO Reading Eastbound,51.425857,-1.03485,RG30 3UQ,In service,Ecotricity (Electric Highway)
MO Reading Eastbound,51.425857,-1.03485,RG30 3UQ,In service,Ecotricity (Electric Highway)
MO Reading Westbound,51.423285,-1.036936,RG30 3UQ,In service,Ecotricity (Electric Highway)
MO Reading Westbound,51.423285,-1.036936,RG30 3UQ,In service,Ecotricity (Electric Highway)
MO Scotch Corner,54.44381,-1.66722,DL10 6PQ,In service,Ecotricity (Electric Highway)
MO Scotch Corner,54.44381,-1.66722,DL10 6PQ,In service,Ecotricity (Electric Highway)
MO Severn View,51.60359,-2.6204,BS35 4BH,In service,Ecotricity (Electric Highway)
MO Southwaite Northbound,54.797753,-2.871329,CA4 0NT,In service,Ecotricity (Electric Highway)
MO Southwaite Northbound,54.797753,-2.871329,CA4 0NT,In service,Ecotricity (Electric Highway)
MO Southwaite Southbound,54.798685,-2.868868,CA4 0NT,In service,Ecotricity (Electric Highway)
MO Southwaite Southbound,54.798685,-2.868868,CA4 0NT,In service,Ecotricity (Electric Highway)
MO Stafford Northbound,52.88624,-2.17345,ST15 0EU,In service,Ecotricity (Electric Highway)
MO Stafford Northbound,52.88624,-2.17345,ST15 0EU,In service,Ecotricity (Electric Highway)
MO Stirling,56.07613,-3.92206,FK7 8EU,In service,Ecotricity (Electric Highway)
MO Swansea,51.678814,-3.994757,SA4 9GT,In service,Ecotricity (Electric Highway)
MO Swansea,51.678814,-3.994757,SA4 9GT,In service,Ecotricity (Electric Highway)
MO Tamworth,52.60752,-1.64098,B77 5PS,In service,Ecotricity (Electric Highway)
MO Thurrock,51.49247,0.27164,RM16 3BG,In service,Ecotricity (Electric Highway)
MO Thurrock,51.49247,0.27164,RM16 3BG,In service,Ecotricity (Electric Highway)
MO Tiverton,50.91664,-3.35504,EX16 7HD,In service,Ecotricity (Electric Highway)
MO Toddington Northbound,51.946762,-0.502906,LU5 6HR,In service,Ecotricity (Electric Highway)
MO Toddington Southbound,51.947647,-0.501739,LU5 6HR,In service,Ecotricity (Electric Highway)
MO Todhills Northbound,54.950079,-2.979377,CA6 4HA,In service,Ecotricity (Electric Highway)
MO Todhills Southbound,54.951549,-2.978617,CA6 4HA,In service,Ecotricity (Electric Highway)
MO Trowell Northbound,52.962083,-1.26859,NG9 3PL,In service,Ecotricity (Electric Highway)
MO Trowell Northbound,52.962083,-1.26859,NG9 3PL,In service,Ecotricity (Electric Highway)
MO Trowell Southbound,52.96198,-1.26673,NG9 3PL,In service,Ecotricity (Electric Highway)
MO Trowell Southbound,52.96198,-1.26673,NG9 3PL,In service,Ecotricity (Electric Highway)
MO Washington Northbound,54.88956,-1.560201,DH3 2SJ,In service,Ecotricity (Electric Highway)
MO Washington Northbound,54.88956,-1.560201,DH3 2SJ,In service,Ecotricity (Electric Highway)
MO Washington Southbound,54.889968,-1.558077,DH3 2SJ,In service,Ecotricity (Electric Highway)
MO Washington Southbound,54.889968,-1.558077,DH3 2SJ,In service,Ecotricity (Electric Highway)
MO Wetherby,53.947551,-1.369461,LS22 5GT,In service,Ecotricity (Electric Highway)
MO Wetherby,53.947551,-1.369461,LS22 5GT,In service,Ecotricity (Electric Highway)
MO Winchester Northbound,51.120327,-1.254771,SO21 1PP,In service,Ecotricity (Electric Highway)
MO Winchester Southbound,51.115461,-1.255074,SO21 1PP,In service,Ecotricity (Electric Highway)
MO Woolley Edge Northbound,53.622024,-1.55018,WF4 4LQ,In service,Ecotricity (Electric Highway)
MO Woolley Edge Southbound,53.622127,-1.546018,WF4 4LQ,In service,Ecotricity (Electric Highway)
RC Annandale Water,55.219691,-3.410582,DG11 1HD,In service,Ecotricity (Electric Highway)
RC Bothwell,55.814239,-4.062318,G71 8BG,In service,Ecotricity (Electric Highway)
RC Chester,53.268519,-2.802768,CH2 4QZ,In service,Ecotricity (Electric Highway)
RC Chester,53.268519,-2.802768,CH2 4QZ,In service,Ecotricity (Electric Highway)
RC Clacket Lane Eastbound,51.273535,0.038748,TN16 2ER,In service,Ecotricity (Electric Highway)
RC Clacket Lane Westbound,51.270692,0.039895,TN16 2ER,In service,Ecotricity (Electric Highway)
RC Durham,54.728956,-1.522842,DH6 5NP,In service,Ecotricity (Electric Highway)
RC Hamilton,55.787351,-4.034303,ML3 6JW,In service,Ecotricity (Electric Highway)
RC Killington Lake,54.314454,-2.635117,LA8 0NW,In service,Ecotricity (Electric Highway)
RC Killington Lake,54.314454,-2.635117,LA8 0NW,In service,Ecotricity (Electric Highway)
RC Magor,51.58803,-2.83657,NP26 3YL,In service,Ecotricity (Electric Highway)
RC Maidstone,51.26677,0.614376,ME17 1SS,In service,Ecotricity (Electric Highway)
RC Maidstone,51.26677,0.614376,ME17 1SS,In service,Ecotricity (Electric Highway)
RC Northampton Northbound,52.209032,-0.943439,NN4 9QY,In service,Ecotricity (Electric Highway)
RC Northampton Southbound,52.209746,-0.943668,NN4 9QY,In service,Ecotricity (Electric Highway)
RC Norton Canes,52.664782,-1.966612,WS11 9UX,In service,Ecotricity (Electric Highway)
RC Norton Canes,52.664782,-1.966612,WS11 9UX,In service,Ecotricity (Electric Highway)
RC Pont Abraham,51.747409,-4.065376,SA4 0FU,In service,Ecotricity (Electric Highway)
RC Rownhams North,50.958239,-1.448169,SO16 8AP,In service,Ecotricity (Electric Highway)
RC Rownhams South,50.956795,-1.447961,SO16 8AP,In service,Ecotricity (Electric Highway)
RC Sedgemoor Southbound,51.269279,-2.919061,BS26 2UF,In service,Ecotricity (Electric Highway)
RC Sedgemoor Southbound,51.269279,-2.919061,BS26 2UF,In service,Ecotricity (Electric Highway)
RC Stafford Southbound,52.872692,-2.160503,ST15 0XE,In service,Ecotricity (Electric Highway)
RC Stafford Southbound,52.872692,-2.160503,ST15 0XE,In service,Ecotricity (Electric Highway)
RC Taunton Deane Northbound,50.977826,-3.148246,TA3 7PF,In service,Ecotricity (Electric Highway)
RC Taunton Deane Southbound,50.975813,-3.147462,TA3 7PF,In service,Ecotricity (Electric Highway)
RC Tibshelf Northbound,53.135783,-1.332513,DE55 5TZ,In service,Ecotricity (Electric Highway)
RC Tibshelf Southbound,53.139173,-1.329288,DE55 5TZ,In service,Ecotricity (Electric Highway)
RC Watford Gap Northbound,52.306662,-1.123096,NN6 7UZ,In service,Ecotricity (Electric Highway)
RC Watford Gap Southbound,52.308134,-1.121399,NN6 7UZ,In service,Ecotricity (Electric Highway)
WB Keele Northbound,52.992948,-2.290352,ST5 5HG,In service,Ecotricity (Electric Highway)
EX Baldock,52.014439,-0.201773,SG7 5TR,In service,Ecotricity (Electric Highway)
EX Baldock,52.014439,-0.201773,SG7 5TR,In service,Ecotricity (Electric Highway)
EX Beaconsfield,51.58777,-0.628401,HP9 2SE,In service,Ecotricity (Electric Highway)
EX Beaconsfield,51.58777,-0.628401,HP9 2SE,In service,Ecotricity (Electric Highway)
EX Blackburn and Darwen,53.713007,-2.477909,BB3 0AT,In service,Ecotricity (Electric Highway)
EX Cambridge,52.269234,-0.009549,CB23 4WU,In service,Ecotricity (Electric Highway)
EX Cambridge,52.269234,-0.009549,CB23 4WU,In service,Ecotricity (Electric Highway)
EX Cobham,51.305439,-0.406258,KT11 3DB,In service,Ecotricity (Electric Highway)
EX Cobham,51.305439,-0.406258,KT11 3DB,In service,Ecotricity (Electric Highway)
EX Cullompton,50.862939,-3.384404,EX15 1NS,In service,Ecotricity (Electric Highway)
EX Peterborough,52.531644,-0.321168,PE7 3UQ,In service,Ecotricity (Electric Highway)
EX Peterborough,52.531644,-0.321168,PE7 3UQ,In service,Ecotricity (Electric Highway)
WE Gloucester Northbound,51.819795,-2.227517,GL4 0DN,In service,Ecotricity (Electric Highway)
WE Gloucester Northbound,51.819795,-2.227517,GL4 0DN,In service,Ecotricity (Electric Highway)
WE Gloucester Southbound,51.818807,-2.224492,GL4 0DN,In service,Ecotricity (Electric Highway)
WE Gloucester Southbound,51.818807,-2.224492,GL4 0DN,In service,Ecotricity (Electric Highway)
WE Rheged Center,54.647024,-2.781498,CA11 0DQ,In service,Ecotricity (Electric Highway)
WE Rheged Center,54.647024,-2.781498,CA11 0DQ,In service,Ecotricity (Electric Highway)
BP Ewood Service Station,53.72297,-2.486165,BB2 4LA,In service,Ecotricity (Electric Highway)
BP Loxford Service Station,51.544454,0.078321,IG1 2PG,In service,Ecotricity (Electric Highway)
Ecotricity - FGR,51.699427,-2.237019,GL6 0FG,In service,Ecotricity (Electric Highway)
Ecotricity - FGR,51.699427,-2.237019,GL6 0FG,In service,Ecotricity (Electric Highway)
The Green Britain Centre,52.655298,0.683841,PE37 7HT,In service,Ecotricity (Electric Highway)
The Green Britain Centre,52.655298,0.683841,PE37 7HT,In service,Ecotricity (Electric Highway)
Land's End Visitor Centre,50.065469,-5.712502,TR19 7AA,In service,Ecotricity (Electric Highway)
Cornwall Services,50.428493,-4.817183,PL26 8UF,In service,Ecotricity (Electric Highway)
Holyhead Clock Tower,53.30933,-4.627999,LL65 1DQ,In service,Ecotricity (Electric Highway)
Holyhead Clock Tower,53.30933,-4.627999,LL65 1DQ,In service,Ecotricity (Electric Highway)
Liverpool John Lennon Airport,53.338357,-2.854199,L24 1YD,In service,Ecotricity (Electric Highway)
Birmingham International Airport,52.452319,-1.731253,B26 3QJ,In service,Ecotricity (Electric Highway)
Birmingham International Airport,52.452319,-1.731253,B26 3QJ,In service,Ecotricity (Electric Highway)
John O'Groats Visitors Centre,58.643669,-3.070727,KW1 4YR,In service,Ecotricity (Electric Highway)
Gateshead College,54.922939,-1.471195,SR5 3HE,In service,Ecotricity (Electric Highway)
Ecotricity - Green Park,51.419098,-0.985536,RG2 6GP,In service,Ecotricity (Electric Highway)
EG Oswestry,52.849054,-3.028198,SY11 4JA,In service,Ecotricity (Electric Highway)
EG Singing Kettle,53.273686,-3.305466,CH8 8RF,In service,Ecotricity (Electric Highway)
EG Kinmel Park West,53.267886,-3.518771,LL18 5XE,In service,Ecotricity (Electric Highway)
EG Kinmel Park West,53.267886,-3.518771,LL18 5XE,In service,Ecotricity (Electric Highway)
EG Kettering,52.423339,-0.728149,NN14 1UD,In service,Ecotricity (Electric Highway)
EG Rivington North,53.600843,-2.575275,BL6 5UZ,In service,Ecotricity (Electric Highway)
EG Rivington South,53.601339,-2.572909,BL6 5UZ,In service,Ecotricity (Electric Highway)
WB Keele Southbound,52.994284,-2.290199,ST5 5HG,In service,Ecotricity (Electric Highway)
EG Riven Hall Starbucks,51.81827,0.670252,CM8 3HB,In service,Ecotricity (Electric Highway)
MO Heston Eastbound,51.48845,-0.38816,TW5 9NB,In service,Ecotricity (Electric Highway)
MO Heston Eastbound,51.48845,-0.38816,TW5 9NB,In service,Ecotricity (Electric Highway)
MO Heston Westbound,51.48828,-0.39607,TW5 9NB,In service,Ecotricity (Electric Highway)
MO Heston Westbound,51.48828,-0.39607,TW5 9NB,In service,Ecotricity (Electric Highway)
North Ferriby,53.724147,-0.481145,HU14 3HH,In service,Ecotricity (Electric Highway)
EG Capel St Mary Starbucks,52.00335,1.059199,IP9 2JP,In service,Ecotricity (Electric Highway)
RC Strensham Northbound,52.06532,-2.157315,WR8 0BZ,In service,Ecotricity (Electric Highway)
Cocoa Bean Company – Kirkcudbright ,54.869241,-4.069985,DG6 4NP,In service,Ecotricity (Electric Highway)
EG Shrewsbury,52.681895,-2.760908,SY3 0DA,In service,Ecotricity (Electric Highway)
RC Sandbach Northbound,53.139385,-2.337514,CW11 2FZ,In service,Ecotricity (Electric Highway)
RC Sandbach Northbound,53.139385,-2.337514,CW11 2FZ,In service,Ecotricity (Electric Highway)
EG Newmarket – Starbucks,52.249264,0.363969,CB8 0XG,In service,Ecotricity (Electric Highway)
MO Winchester Northbound,51.120327,-1.254771,SO21 1PP,In service,Ecotricity (Electric Highway)
EG Bangor,53.20389,-4.10562,LL57 4BO,In service,Ecotricity (Electric Highway)
MO Birch Westbound,53.567784,-2.230268,OL10 2HQ,In service,Ecotricity (Electric Highway)
MO Lymm,53.358738,-2.505402,WA13 0SP,In service,Ecotricity (Electric Highway)
Capelgate North,52.00349,1.057531,IP9 2JJ,In service,Ecotricity (Electric Highway)
Stranraer,54.905019,-5.022608,DG9 8EF,In service,Ecotricity (Electric Highway)
The Green Britain Centre,52.655304,0.683896,PE37 7HT,In service,Ecotricity (Electric Highway)
The Green Britain Centre,52.655344,0.683866,PE37 7HT,In service,Ecotricity (Electric Highway)
Oxford,51.738357,-1.096439,OX33 1JL,In service,Ecotricity (Electric Highway)
Oxford,51.738357,-1.096439,OX33 1JL,In service,Ecotricity (Electric Highway)
EX Cobham,51.305439,-0.406258,KT11 3DB,In service,Ecotricity (Electric Highway)
EX Beaconsfield,51.58777,-0.628401,HP9 2SE,In service,Ecotricity (Electric Highway)
WE Tebay Northbound,54.449794,-2.611286,CA10 3SB,In service,Ecotricity (Electric Highway)
WE Tebay Northbound,54.449794,-2.611286,CA10 3SB,In service,Ecotricity (Electric Highway)
EG Kinmel Park East,53.270576,-3.518701,LL18 5XW,In service,Ecotricity (Electric Highway)
EG Kinmel Park East,53.270576,-3.518701,LL18 5XW,In service,Ecotricity (Electric Highway)
RC Strensham Northbound,52.06532,-2.157315,WR8 0BZ,In service,Ecotricity (Electric Highway)
MO Thurrock,51.49247,0.27164,RM16 3BG,In service,Ecotricity (Electric Highway)
MO Medway Eastbound,51.34166,0.60767,ME8 8PQ,In service,Ecotricity (Electric Highway)
MO Swansea,51.678814,-3.994757,SA4 9GT,In service,Ecotricity (Electric Highway)
MO Exeter,50.71663,-3.46422,EX2 7HF,In service,Ecotricity (Electric Highway)
MO Cherwell Valley,51.94964,-1.19891,OX27 7RD,In service,Ecotricity (Electric Highway)
Cornwall Services,50.428494,-4.817183,PL26 8UF,In service,Ecotricity (Electric Highway)
MO Donington Park,52.82206,-1.30797,DE74 2TN,In service,Ecotricity (Electric Highway)
MO Wetherby,53.947551,-1.369461,LS22 5GT,In service,Ecotricity (Electric Highway)
MO Ferrybridge,53.698215,-1.266915,WF11 0AF,In service,Ecotricity (Electric Highway)
MO Winchester Southbound,51.115461,-1.255074,SO21 1PP,In service,Ecotricity (Electric Highway)
IKEA Reading,51.44097,-1.065442,RG31 7SG,In service,Ecotricity (Electric Highway)
IKEA Reading,51.44097,-1.065442,RG31 7SG,In service,Ecotricity (Electric Highway)
IKEA Reading,51.44097,-1.065442,RG31 7SG,In service,Ecotricity (Electric Highway)
WB Cardiff Gate,51.539394,-3.129371,CF23 8RA,In service,Ecotricity (Electric Highway)
WB Sarn Park,51.534361,-3.576534,CF32 9SY,In service,Ecotricity (Electric Highway)
WB Sarn Park,51.534361,-3.576534,CF32 9SY,In service,Ecotricity (Electric Highway)
Ecotricity - FGR,51.699427,-2.237019,GL6 0FG,In service,Ecotricity (Electric Highway)
MO Toddington Northbound,51.946762,-0.502906,LU5 6HR,In service,Ecotricity (Electric Highway)
MO Toddington Southbound,51.947647,-0.501739,LU5 6HR,In service,Ecotricity (Electric Highway)
RC Clacket Lane Eastbound,51.273535,0.038748,TN16 2ER,In service,Ecotricity (Electric Highway)
RC Clacket Lane Westbound,51.270692,0.039895,TN16 2ER,In service,Ecotricity (Electric Highway)
Weston Homes Colchester Football Stadium,51.923322,0.896991,CO4 5UP,In service,Charge Your Car
George Yard Car Park,51.878417,0.548924,CM7 1RB,In service,Charge Your Car
Lord Butler Leisure Centre,52.014912,0.25268,CB11 3EG,In service,Charge Your Car
Charlotte Street Car Park,51.384916,-2.369077,BA1 2NB,In service,Charge Your Car
Lansdown Park & Ride,51.410942,-2.387062,BA1 9BJ,In service,Charge Your Car
The Mall at Cribbs Causeway,51.525866,-2.594204,BS34 5DG,In service,Charge Your Car
Trenchard Street Car Park 1,51.45499,-2.599656,BS1 5AN,In service,Charge Your Car
West End Car Park 1,51.455708,-2.60936,BS8 1JX,In service,Charge Your Car
Temple Gate Car Park 2,51.448183,-2.584233,BS1 6PL,In service,Charge Your Car
College Street Car Park,51.452485,-2.602735,BS1 5UY,In service,Charge Your Car
The Grove Car Park,51.449378,-2.595999,BS1 4RB,In service,Charge Your Car
Long Ashton Park & Ride,51.43581,-2.636174,BS3 2HB,In service,Charge Your Car
Portway Park & Ride 1,51.490342,-2.688797,BS11 9QE,In service,Charge Your Car
Brislington Park & Ride 1,51.428051,-2.537584,BS4 5LR,In service,Charge Your Car
University of Bath East Car Park 1,51.378869,-2.324367,BA2 7PB,In service,Charge Your Car
Create Centre,51.447315,-2.62305,BS1 6XN,In service,Charge Your Car
Lewis House (Rear Car Park),51.379484,-2.357651,BA1 1PQ,In service,Charge Your Car
Sirona Care & Health,51.357668,-2.374488,BA2 5RP,In service,Charge Your Car
Odd Down Park & Ride Car Park,51.351689,-2.384114,BA2 8PA,In service,Charge Your Car
Southmead Hospital,51.498492,-2.594904,BS10 5NB,In service,Charge Your Car
Millenium Square Car Park,51.449286,-2.600439,BS1 5LL,In service,Charge Your Car
Childrens Scrapstore,51.46919,-2.578083,BS2 9LB,In service,Charge Your Car
Hoare Lea,51.541146,-2.568743,BS32 4TX,In service,Charge Your Car
Cribbs Causeway Retail Park,51.525213,-2.594085,BS34 5TX,In service,Charge Your Car
Simplyhealth House,51.47134,-2.615144,BS6 6UT,In service,Charge Your Car
Hewlett Packard Bristol Office 1,51.501078,-2.554901,BS34 8QZ,In service,Charge Your Car
Bristol and Bath Science Park 1,51.500883,-2.478359,BS16 7FR,In service,Charge Your Car
Bristol and Bath Science Park 2,51.500902,-2.478183,BS16 7FR,In service,Charge Your Car
Knowle West Media Centre,51.425131,-2.59339,BS4 1NL,In service,Charge Your Car
South Wansdyke Sports Centre,51.286126,-2.478142,BA3 2UG,In service,Charge Your Car
Bristol Zoo,51.464625,-2.621863,BS8 3HA,Out of service,Charge Your Car
Bristol Zoo,51.464625,-2.621863,BS8 3HA,Out of service,Charge Your Car
Tobacco Factory,51.442442,-2.613954,BS3 1TF,In service,Charge Your Car
Avon Fire and Rescue,51.452937,-2.58727,BS1 6EU,In service,Charge Your Car
Friends Life Centre,51.5108,-2.548752,BS34 8SW,In service,Charge Your Car
Harmsen Tilney Shane,51.422584,-2.694619,BS48 1UR,In service,Charge Your Car
The Police (Portishead HQ),51.474194,-2.796063,BS20 8JJ,In service,Charge Your Car
Babcock,51.830943,-2.274975,GL2 4NF,In service,Charge Your Car
City Hall 1,51.452608,-2.601982,BS1 5TR,Out of service,Charge Your Car
City Hall 2,51.452608,-2.601982,BS1 5TR,Out of service,Charge Your Car
City Hall 3,51.452608,-2.601982,BS1 5TR,Out of service,Charge Your Car
Bristol City Council - Pest Control,51.469421,-2.567853,BS5 6NL,In service,Charge Your Car
Bristol City Council - Sandy Park 1,51.441731,-2.557797,BS4 3NZ,In service,Charge Your Car
Bristol City Council - Sandy Park 2,51.441731,-2.557797,BS4 3NZ,In service,Charge Your Car
Temple Street 1,51.449547,-2.58663,BS1 6HT,In service,Charge Your Car
Temple Street 2,51.449547,-2.58663,BS1 6HT,In service,Charge Your Car
Bordeaux Quay,51.450683,-2.59846,BS1 5UH,In service,Charge Your Car
BBC,51.460156,-2.608084,BS8 2LR,In service,Charge Your Car
